"name","address","phone","website","rating","reviewSnippet"
"Village Dental Medicine","401 Avenue Of The Americas, New York, NY 10014","(212) 741-1100","http://www.villagedentalmedicine.com",,
"Dr. Oleg Goncharov, DDS","401 Avenue Of The Americas, New York, NY 10014","(212) 741-1100",,,
"Gramercy Dental Studio","39 5th Ave, New York, NY 10003","(212) 924-6890","https://www.gramercydentalstudio.com",,
"West 10th Dental Pc","45 W 10th St Apt LE, New York, NY 10011","(212) 982-5883","http://www.west10thdental.com",,
"Villamar & Marin-Rojas","24 E 12th St Rm 301, New York, NY 10003","(212) 255-6633","http://www.unionsquaresmiles.com",,
"Ruby Gelman DMD","49 W 12th St Ste 1F, New York, NY 10011","(212) 682-9555","https://www.rubygelman.com",,
"dntl bar - Union Square","841 Broadway, New York, NY 10003","(646) 502-9770","https://www.dntlbar.com/location/union-square",,
"East Village Smiles","221 Avenue B, New York, NY 10009","(646) 960-9979","https://www.east-villagesmiles.net",,
"Healthy Chelsea Dental PC & Stanley J. Boyd DMD","77 W 15th St, New York, NY 10011","(212) 206-0513","http://www.chelseasmiles.com",,
"Meridian Dental","201 E 17th St, New York, NY 10003","(718) 355-9101","http://www.meridiandentalny.com",,
"Gramercy Dental Studio","201 East 17th St. Ste., 1, New York, NY 10003","(212) 924-6890","https://www.gramercydentalstudio.com",,
"Jo Eunjung, DDS","191 3rd Ave, New York, NY 10003","(212) 254-0800","http://astorsmiledental.com",,
"John J Matthes, DDS PLLC","191 3rd Ave, New York, NY 10003","(212) 228-1600","https://www.matthesdental.com",,
"Dr. Toksoy | Studio Dental NY","81 Irving Pl Apt 1D, New York, NY 10003","(212) 260-2652","https://drdavidtoksoy.com/contact-us",,
"Gotham Dental","5 E 19th St 5th Fl, New York, NY 10003","(212) 253-1850","https://gothamdental.com",,
"Tend Chelsea","142 8th Ave, New York, NY 10011","(212) 406-3686","https://www.hellotend.com/studios/new-york-city/chelsea",,
"Lux Smiles","7 Gramercy Park W Ste C1-B, New York, NY 10003","(212) 777-7126","https://luxsmilesnyc.com",,
"Evercare Dental","22 E 21st St, New York, NY 10010","(212) 260-6106","http://www.evercaredental.com",,
"Tend Flatiron","29 E 21st St, New York, NY 10010","(212) 406-3686","https://www.hellotend.com/studios/new-york-city/flatiron",,
"Dr. Keith Emanuel Bracy, DDS","100 West 12th Street 1d, New York, NY 10011","(212) 390-8399","https://www.drbracy.com",,
"3D MicroEndo","235 E 22nd St Apt 3, New York, NY 10010","(212) 532-3636","http://www.3dmicroendo.com",,
"Dr. Smile-a-lot","1 Madison Ave, New York, NY 10010","(914) 582-6589",,,
"Froum, Stuart, DDS","245 E 25th St, New York, NY 10010","(212) 586-4209","http://www.drstuartfroum.com",,
"Lauren Becker DDS","15 W 26th St Rm 10R, New York, NY 10010","(929) 284-3944","https://doctorlaurenbecker.com/Index.asp",,
"Dntl Bar","776 Avenue Of The Americas, New York, NY 10001","(646) 969-5632","http://dntlbar.com",,
"Rhonda Madeline Kavee, DMD","450 Park Ave S, New York, NY 10016","(212) 679-3030","http://www.abcdentistryrmrny.com",,
"Joshua R. Davis, DDS","241 W 30th St, New York, NY 10001","(917) 351-0200",,,
"Beth Michelle Kulick, DDS","471 3rd Ave, New York, NY 10016","(212) 725-7017","http://zakfrankeldental.com",,
"Onsite Dental - The Parlor NYC","160 Madison Ave Apt 31, New York, NY 10016","(917) 444-5768","http://onsitedentalnycparlor.com",,
"Dr. Scott Pope, DDS","251 East 33rd Street Ground Floor Ny  Ny 10016, New York, NY 10016","(212) 889-5544","https://www.coliseumdental.com",,
"172 NYC Dental","172 Madison Ave  Comm 1, New York, NY 10016","(646) 921-5541","https://172nycdental.com",,
"Coliseum Dental East","251 East 33rd Street Ground Floor, New York, NY 10016","(212) 757-3183","https://coliseumdental.com",,
"Gary Steven Tomack, DDS","358 5th Ave, New York, NY 10001","(212) 947-9135","http://manhattandentalstudio.com",,
"Park Avenue Dental","37 Park Avenue Suite A, New York, NY 10016","(646) 588-1704","http://www.parkavenuedentist.com",,
"Manhattan Dental Practices","236 E 36th St, New York, NY 10016","(212) 519-2288","http://www.manhattandentalpractices.com//?utm_source=local&utm_campaign=eii",,
"Making You Smile Cosmetic Dental Studio: Dr. Ziad Jalbout DDS","36 E 36th St Ofc 1d, New York, NY 10016","(646) 484-0197","https://makingyousmile.nyc",,
"Center For Advanced Dentistry: Veselin Shumantov, DDS","45 Park Ave, New York, NY 10016","(212) 758-1838","http://www.ddsnewyork.com",,
"Kim Soo J DDS","30 E 37th St, New York, NY 10016","(212) 679-4300",,,
"Dr. Tuyen Lehmann, DDS","123 E 37th St, New York, NY 10016","(212) 213-6555","https://www.lehmanndds.com",,
"Dr. Karen K Kang, DDS","474 Fashion Ave Fl 4, New York, NY 10018","(212) 687-4400","http://www.ebenezerdental.com",,
"Yelena Shapiro, DDS, MS","131 E 38th St, New York, NY 10016","(212) 308-4100","https://www.yelenashapiro.com",,
"Barry Sporer, DMD","80 Park Ave Ste 1C, New York, NY 10016","(212) 697-5988","http://www.80parkavenuedental.com",,
"Daniell Jason Mishaan, DMD","241 W 37th St, New York, NY 10018","(212) 730-4440","http://www.midtowndentalgroup.com",,
"Gauri Savant, DDS","353 Lexington Ave Ste 1607, New York, NY 10016","(646) 395-3668",,,
"Dr. Anjela Mehrian","124 E 40th St Rm 302, New York, NY 10016","(917) 362-5090","http://www.anjelamehriandds.com",,
"Dr. Howard J Lerner, DMD","124 E 40th St, New York, NY 10016","(212) 563-3693","http://www.howardlernerdmd.com",,
"Prestige 5th Avenue Dental: Yelena Simkha, DDS","110 E 40th St Rm 406, New York, NY 10016","(607) 536-8061","https://www.dental5star.com",,
"Park 40-Premier Dental Implant Center","110 E 40th St, New York, NY 10016","(917) 409-1982","https://park40.com",,
"All on 4 Dental Implants","110 E 40th St #516, New York, NY 10016","(646) 233-1856","https://allonfour.com",,
"Illustradent","300 E 40th St, New York, NY 10016","(212) 480-2111","http://www.illustradent.com",,
"Bialkin Kenneth","30 E 40th St Rm 207, New York, NY 10016","(212) 696-4979","http://www.concerneddentalcare.com",,
"Charles Pollak DDS","30 E 40th St, New York, NY 10016","(212) 682-3861","http://www.dentistofficesnewyork.com",,
"Zuhair Nwaiser, DDS","30 E 40th St Rm 207, New York, NY 10016","(212) 696-4979","https://www.concerneddentalcare.com",,
"Jay Fensterstock, DDS","30 E 40th St Rm 207, New York, NY 10016","(212) 696-4979","https://www.concerneddentalcare.com",,
"Formoso Dental","30 E 40th St, New York, NY 10016","(212) 370-1919","https://formosodentalpc.com",,
"Shara Miller, DDS","30 E 40th St Rm 507, New York, NY 10016","(845) 640-5384","https://www.sharamillerdds.com",,
"Irina Yesina, DDS","59 W 39th St, New York, NY 10018","(718) 778-7600","http://www.irinayesinadds.com",,
"Sculpt Aesthetics","1410 Broadway Rm 3004, New York, NY 10018","(212) 391-1385",,,
"Milano Dental Studio","369 Lexington Ave Rm 15, New York, NY 10017","(212) 725-2020","https://www.milanodentalstudio.com",,
"Pandich, Jessica, DDS","18 E 41st St, New York, NY 10017","(646) 452-9300","https://advanceddentistryny.com",,
"Dr. Kenneth W.M. Judy, DDS","122 E 42nd St Rm 2511, New York, NY 10168","(212) 697-0047",,,
"Dr. Mark Nadolne, DMD","120 E 42nd St 5th Fl, New York, NY 10017","(212) 867-8862","http://mynyc-dentist.com",,
"Your Dental","501 5th Ave, New York, NY 10017","(212) 682-5580","http://www.yrdental.com",,
"Dr. Jessica Tailing Desouza, DDS","501 5th Ave Rm 2101, New York, NY 10017","(646) 649-3021","https://www.jdental.co",,
"Pilavsky Alexander J DDS","810 2nd Ave Frnt 1, New York, NY 10017","(212) 883-9161","http://www.illustradent.com",,
"John Doe, DMD","220 W 42nd St, New York, NY 10036","(785) 241-5252",,,
"Jane Doe, DDS","220 W 42nd St, New York, NY 10036","(785) 241-5252",,,
"Sassan S Rastegar, DDS","340 Madison Ave Rm 4B, New York, NY 10173","(212) 692-9090","http://www.manhattancosmeticdentist.com",,
"Dmitry Malayev, DDS","340 Madison Ave Rm 4C, New York, NY 10173","(212) 764-2229","https://dmitrymalayevdds.com",,
"EOI-NYC Centre for Endodontics, Oral Surgery & Dental Implants","36 W 44th St Ste 712, New York, NY 10036","(212) 221-3155","https://www.eoi.nyc",,
"Boris Pinhasov, DDS","19 W 44th St Ste 314, New York, NY 10036","(212) 221-3999","https://www.212smiling.com",,
"New Broadway Dental","1501 Broadway, New York, NY 10036","(212) 398-1969","http://www.newbroadwaydental.com",,
"Modlin, Natalya","1501 Broadway Ste 520, New York, NY 10036","(212) 398-1969",,,
"Midtown Dental Care - Dr. Jaskaren Randhawa","1501 Broadway Ste 502, New York, NY 10036","(212) 575-7740","https://www.midtowndentalcarenyc.com",,
"Joshua M. Wilges DDS & Associates","2 West 45th Street Suite 1708, New York, NY 10036","(646) 590-2100","http://www.jmwdds.com",,
"Onsite Dental - NYC Midtown","25 W 45th St Ste 1407, New York, NY 10036","(332) 255-9901","https://onsitedentalnycmidtown.com",,
"Azadeh Akhavan DDS","551 5th Ave, New York, NY 10017","(212) 764-0440","https://drakhavandental.com",,
"Beautiful Smiles Dental Associates","2 W 46th St Ste 1003, New York, NY 10036","(212) 203-4316","https://www.beautifulsmilesdentalassociates.com",,
"New York Midtown Dental PC","1560 Broadway 601, New York, NY 10036","(212) 278-8105","https://www.nymidtowndental.com",,
"Dr. Alex Greenberg","18 E 48th St, New York, NY 10017","(212) 319-9777","http://www.greenbergorthodontics.com",,
"Larisa L Tkach, DDS","1560 Broadway Ste 601, New York, NY 10036","(212) 278-8105","https://www.nymidtowndental.com",,
"Sheinkman, Gene, DDS","249 E 48th St, New York, NY 10017","(212) 260-1973","http://www.1painlessdentist.com",,
"Tend Rockefeller Center","12 W 48th St 4th Fl, New York, NY 10036","(212) 406-3686","https://www.hellotend.com/studios/new-york-city/rockefeller-center",,
"Madison Dental, PC","425 Madison Ave Rm 1800, New York, NY 10017","(646) 494-0245","http://www.madisondentalpc.com",,
"Dr. Michael J. Wei, DDS","425 Madison Ave 20th Fl, New York, NY 10017","(212) 982-4080","https://mymanhattancosmeticdentist.com",,
"Lesley R Rosenthal, DDS, PC","425 Madison Ave Rm 405, New York, NY 10017","(212) 826-8662","https://www.lesleyrosenthaldds.com",,
"Pristine Dental NYC","425 Madison Ave, New York, NY 10017","(212) 993-8428","https://www.pristinedentalnyc.com",,
"Cosmetic & Restorative Dentistry","1 Rockefeller Plz, New York, NY 10020","(212) 725-1112","http://www.cosmeticdentalny.com",,
"Noah Dental Group","919 2nd Ave, New York, NY 10017","(212) 888-2764",,,
"Robert Lichtenstein, DDS PC","420 Lexington Ave, New York, NY 10170","(212) 682-7200","http://www.robertlichtensteindds.com",,
"Madison Smile","18 E 50th St, New York, NY 10022","(212) 319-5777","http://www.drwaynesilverstein.com",,
"Dr. Ericka Buyco, DDS","18 E 50th St 8th Fl, New York, NY 10022","(646) 604-9594","http://www.drerickabuyco.com",,
"Glen J. Graffeo, D.D.S. - New York NY","30 Fifth Ave Suite 1862, New York, NY 10111","(646) 690-1110","https://www.drgraffeo.com",,
"Grace E Jeon DDS","630 5th Ave Ste 1818, New York, NY 10111","(212) 247-3421","http://www.drgracejeon.com",,
"Liana Gedz, DDS","630 5th Ave Ste 1803, New York, NY 10111","(212) 581-1091","https://www.cosmeticdentistsnewyorkcity.com",,
"New York TMJ & Orofacial Pain","630 5th Ave Ste 1857, New York, NY 10111","(212) 265-0110","https://www.nytmj.com/?utm_source=local_directory&utm_medium=referral&utm_campaign=directory-listing",,
"Dr. Ronald R Ghiz, DDS","488 Madison Ave, New York, NY 10022","(212) 759-9797","http://www.drghiz.com",,
"John T. Grbic, DMD","51 W 51st St, New York, NY 10019","(212) 326-8520","http://columbia.edu",,
"Sidney B Eisig, DDS","51 W 51st St, New York, NY 10019","(212) 326-8520","http://doctors.columbia.edu",,
"Alison Newgard, DDS","51 W 51st St, New York, NY 10019","(212) 326-8520","https://doctors.columbia.edu/us/ny/new-york/alison-newgard-dds-51-west-51st-street",,
"Panos N. Papapanou, DDS","51 W 51st St, New York, NY 10019","(212) 326-8520","https://doctors.columbia.edu/us/ny/new-york/panos-n-papapanou-dds-51-west-51st-street",,
"Daria Vasilyeva, DDS","51 W 51st St, New York, NY 10019","(212) 326-8520","https://doctors.columbia.edu/us/ny/new-york/daria-vasilyeva-dds-51-west-51st-street",,
"Khanh Trinh, DMD","51 W 51st St, New York, NY 10019","(212) 326-8520","https://doctors.columbia.edu/us/ny/new-york/frederick-arthur-ehlert-md-51-west-51st-street",,
"Avenue Dental","16 E 52nd St Ste 1102, New York, NY 10022","(646) 590-7525","https://www.avenuedentalny.com",,
"Mary Lee Kordes, DDS","51 W 51st St, New York, NY 10019","(212) 326-8520","https://doctors.columbia.edu/us/ny/new-york/mary-lee-kordes-dds-51-west-51st-street",,
"Helma Philips, DDS: Midtown Manhattan Dentistry","509 Madison Ave Rm 702, New York, NY 10022","(212) 644-0004","https://www.midtowndentistnewyork.com",,
"Park Dental NYC","515 Madison Ave Rm 1212, New York, NY 10022","(680) 204-6925","https://www.parkdentalnyc.com",,
"Midtown Dental Excellence","515 Madison Ave Rm 3303, New York, NY 10022","(212) 751-1333","https://www.midtowndentalexcellence.com",,
"Julie Pastagia, DMD","515 Madison Ave Rm 1212, New York, NY 10022","(917) 603-6979","http://www.pastagiaperio.com",,
"New York Center for Dental Oncology","515 Madison Ave Rm 2308, New York, NY 10022","(212) 888-9363","http://www.nycdentaloncology.com",,
"Teeth Whitening Dental Arts of NYC","133 E 54th St Suite 203-C, New York, NY 10022","(646) 396-3469",,,
"Everlasting Smile","59 E 54th St Rm 21, New York, NY 10022","(646) 846-9800","https://everlastingsmile.com",,
"Alvarez Smile Design","438 W 51st St, New York, NY 10019","(917) 938-7833","https://www.alvarezsmiledesign.com",,
"Dr. Lana Rozenberg, DDS","17 W 54th St Apt 1E, New York, NY 10019","(212) 713-0730",,,
"Alan M Smolen DDS PC","693 Fifth Ave, New York, NY 10022","(212) 319-6363","https://amsmolendds.com",,
"Dr. Aaronson & Associates","305 E 55th St Apt 204, New York, NY 10022","(212) 688-7722","http://www.aaronsondds.com",,
"Fuad F Malik, DDS","41 E 57th St Site 703, New York, NY 10022","(212) 421-1500",,,
"Jennifer Fligr DDS","65 W 55th St Rm 305, New York, NY 10019","(646) 524-4373","http://www.drjenniferfligrdds.com",,
"Michael j. Maresca D.D.s., PC","400 E 56th St, New York, NY 10022","(212) 755-3415","http://www.suttonplacedentist.com",,
"Central Park Dental Spa","30 Central Park South 7A, New York, NY 10019","(212) 753-1119","https://centralparkdentalspa.com",,
"Cosmetic Dentist NYC Dr. Bob Perkins","30 Central Park South Suite 13C, New York, NY 10019","(212) 355-2000","http://www.cosmeticdentistnyc.co",,
"Dmitry Nikitayev, DDS","209 E 56th St Apt 1A, New York, NY 10022","(212) 355-2290","https://www.209nycdental.com",,
"Wellspring Dental - Midtown","136 E 57th St, New York, NY 10022","(347) 647-2707","https://wellspring.dental/midtown",,
"Anna Barantsevich DDS","162 W 56th St, New York, NY 10019","(212) 247-5050",,,
"Dr. Ewa E Monsul, DMD","115 E 57th St Ste 1520, New York, NY 10022","(212) 688-5050","http://www.ewamonsul.com",,
"Lee, Guase R, DDS","24 W 57th St, New York, NY 10019","(212) 421-3418",,,
"Rawdin, Robert, DDS","24 W 57th St, New York, NY 10019","(212) 246-8700","http://www.nysmilespecialist.com",,
"Balaouras, Spiro K, DDS","24 W 57th St, New York, NY 10019","(212) 247-4194","https://gallery57dental.com/contact",,
"Jason Kasarsky Cosmetic Dentist Manhattan","595 Madison Ave Rm 2500, New York, NY 10022","(917) 909-2600","https://jkdds.com/manhattan-consmetic-dentistry",,
"New York General Dentistry","150 E 58th St, 8th fl annex, New York, NY 10155","(212) 838-0842","https://newyorkgeneraldentistry.com",,
"Healthy Smile New York Dentistry","29 W 57th St, New York, NY 10019","(212) 904-0277","http://www.healthysmileny.com",,
"Ny Center for Specialized Dentistry","150 E 58th St Ste 3200, New York, NY 10155","(212) 752-7937","http://sdnyonline.com",,
"Richard B. Smith, DDS","150 E 58th St Ste 3200, New York, NY 10155","(212) 752-7937","http://www.sdnyonline.com",,
"Paul Fletcher DDS","150 E 58th St, New York, NY 10155","(212) 752-7937","http://sdnyonline.com",,
"Dimitris J. Demos DDS, MPH, P","150 E 58th St 8th Fl, New York, NY 10155","(646) 370-6365","http://drdimitrisjdemosdds.com",,
"Dr. Dennis D Tarnow, DDS","150 E 58th St, New York, NY 10155","(212) 752-7937","http://www.sdnyonline.com",,
"Studio 57 Dental","57 W 57th St Ste 1104, New York, NY 10019","(212) 421-4887","https://www.studio57dental.com",,
"Tooth Savers","57 W 57th St Ste 610, New York, NY 10019","(212) 753-0123","http://universaldentalcenter.com",,
"Poiman, David J, DMD","57 W 57th St, New York, NY 10019","(212) 371-1414","http://www.nylaserdentist.com",,
"Eric Jeffrey Josephson, DMD","119 W 57th St Ste 1214, New York, NY 10019","(212) 713-0588","http://www.drericjosephson.com/home.html",,
"Dr. Samuel Rudick, DDS","119 W 57th St Ste 1420, New York, NY 10019","(212) 757-5749",,,
"No Limits Dental","119 W 57th St, New York, NY 10019","(917) 736-4282","https://www.nolimitsdental.com/pediatric-dentist",,
"Corradi Gildo","200 W 57th St, New York, NY 10019","(212) 757-3879",,,
"Dental Life","200 W 57th St Ste 410, New York, NY 10019","(212) 245-4433","https://dentallife.com",,
"Dr. David Klein, DDS","200 W 57th St Ste 405, New York, NY 10019","(212) 246-2355","https://www.kleindentalny.com",,
"Smile By Choice- Laser, Implant and Pediatric Dentistry","200 W 57th St Ste 202, New York, NY 10019","(646) 233-5233","https://smilebychoice.com/services",,
"Amy Han, DDS","200 W 57th St Ste 1108, New York, NY 10019","(212) 757-9227","https://profiles.mountsinai.org/amy-y-huang",,
"Nicholas Tsiolas, DDS","133 E 58th St Ste 511, New York, NY 10022","(646) 893-6063","http://www.nicholastsiolasdds.com",,
"New York General Dentistry","133 E 58th St, New York, NY 10022","(212) 838-0842","https://newyorkgeneraldentistry.com",,
"Doris Giraldo, DDS","133 E 58th St Ste 506, New York, NY 10022","(212) 750-4590","http://www.newdimensiondentistry.com",,
"Scott H. Froum, DDS","1110 2nd Ave Rm 305, New York, NY 10022","(212) 751-8530","https://www.drscottfroum.com",,
"Bral Michael M","30 Central Park S Rm 6A, New York, NY 10019","(212) 688-3535",,,
"Park South Dentistry","30 Central Park S, New York, NY 10019","(646) 787-0787","https://www.parksouthdentistry.com",,
"Edalat Dental Arts","30 Central Park S Rm 4C, New York, NY 10019","(212) 371-0360","https://www.edalatdentalarts.com",,
"NYC Smile Spa","30 E 60th St Suite 1201, New York, NY 10022","(646) 374-2242","https://www.nycsmilespa.com",,
"Boutique Smiles: Angela P. Abernathy, DDS","30 E 60th St Ste 1101, New York, NY 10022","(212) 262-2952","https://www.drangelanyc.com/contact",,
"NY Implant Dentistry","30 E 60th St Ste 703, New York, NY 10022","(212) 213-9333","https://www.nyimplantdentistry.com",,
"HP Dental","30 E 60th St Ste 702, New York, NY 10022","(212) 265-9800","https://www.drpyondentistry.com",,
"Lee Dental & Facial","14 E 60th St, New York, NY 10022","(212) 682-6802","https://leedentalandfacialuppereastny.com/services/all-on-4",,
"Sharde Harvey, DDS","121 E 60th St Apt 1B, New York, NY 10022","(212) 697-1701","https://www.uppereastdentalinnovations.com",,
"L K Advanced Dentistry","330 W 58th St Ste 309, New York, NY 10019","(212) 600-5221","http://www.lkadnyc.com",,
"Barnett Geller, DDS, FAGD","200 Central Park S Apt 209, New York, NY 10019","(212) 935-4393","https://www.gellerdds.com",,
"Dr. Joseph J LoPinto, DDS","200 Central Park S Apt 201, New York, NY 10019","(212) 581-6767","http://www.josephflopintodds.com",,
"NYC Dental Wellness P","200 Central Park S, New York, NY 10019","(212) 750-3988","https://www.nycdentalwellnesscenter.com/apps/location",,
"Clarence Loflin, DDS","200 Central Park S Apt 206, New York, NY 10019","(212) 493-3309","http://loflindds.com",,
"Andolino Orthodontics, PC","115 E 61st St, New York, NY 10065","(212) 753-5575","https://www.andolinoorthodontics.com",,
"Minoli & Vijay, DDS, PC","115 E 61st St, New York, NY 10065","(212) 888-4140","http://www.toothwiseguys.com",,
"Koslovsky, David, DDS","800A 5th Ave, New York, NY 10065","(212) 888-4760","https://www.new-york-oral-surgery.com",,
"Columbus Circle Dental","30 W 60th St Ste 1GH, New York, NY 10023","(212) 246-3200","https://columbuscircledental.com",,
"Chase Dental Sleepcare","250 E 63rd St Frnt 1A, New York, NY 10065","(516) 506-0000","https://www.chasedentalsleepcare.com",,
"Trichas, Konstantine, DDS","130 E 63rd St, New York, NY 10065","(212) 751-7725",,,
"Dr. Corey Russell Brick, DDS","245 E 63rd St Apt 110, New York, NY 10065","(212) 838-6226","https://www.newyorkdentaloffice.com",,
"Victor Zeines, DDS, MS","580 Park Ave Apt 1E, New York, NY 10065","(845) 506-8624","https://www.natdent.com",,
"Stuart J. Froum, DDS","136 E 64th St Apt 1C, New York, NY 10065","(212) 586-4209","https://www.drstuartfroum.com",,
"Manhattan Facial Surgery","225 E 64th St, New York, NY 10065","(212) 355-5395","https://www.haircaremd.com/about",,
"Heidi J. Hansen, D.M.D.","525 East 68th Street Baker 21, New York, NY 10065","(212) 746-5115","https://weillcornell.org/hhansen?utm_source=yextnetwork&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_NTk5NDEzNDEtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D",,
"Vanessa Coupet, D.M.D.","525 East 68th Street Baker 21, New York, NY 10065","(212) 746-5119","https://weillcornell.org/vanessa-coupet?utm_source=yextnetwork&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTIzMjUzNDYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D",,
"Ariel Blanchard, D.M.D.","525 East 68th Street Baker 21, New York, NY 10065","(212) 746-5175","https://weillcornell.org/ariel-blanchard?utm_source=yextnetwork&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTc3NTY4MzktNTUzLWxvY2F0aW9uLndlYnNpdGU%3D",,
"Classi Smiles","800 B 5th Ave Suite 2, New York, NY 10065","(212) 682-3313","https://www.classismilesnyc.com",,
"SaeHee Kim Yom, DDS, MPH - MSK Dental Oncologist","1275 York Ave, New York, NY 10065","(347) 971-4891","https://www.mskcc.org/cancer-care/doctors/sae-kim?utm_source=local+listings&utm_medium=organic+search&utm_campaign=local+search+doctors&utm_content=saehee+yom-1275+york+avenue",,
"Joseph D. Randazzo, DDS - MSK Maxillofacial Prosthodontist","1275 York Ave, New York, NY 10065","(347) 971-3186","https://www.mskcc.org/cancer-care/doctors/joseph-randazzo?utm_source=local+listings&utm_medium=organic+search&utm_campaign=local+search+doctors&utm_content=joseph+randazzo-1275+york+avenue",,
"Gershon, Roger M, DDS","871 5th Ave, New York, NY 10065","(212) 249-9523","https://www.gershondental.com/contactus",,
"Howard Israel, D.D.S.","525 E 68th St, New York, NY 10065","(212) 746-5190","https://doctors.nyp.org/howard-israel-dds/acn-east-adult-dental",,
"Gershon Dental","871 5th Ave, New York, NY 10021","(212) 249-9523","https://www.gershondental.com",,
"Sylvan Mondello Dentistry","945 Lexington Ave, New York, NY 10021","(212) 472-4500","https://www.nydentalpartners.com/contact_us.htm",,
"dntl bar - Upper East Side","1187 3rd Ave, New York, NY 10021","(646) 766-8380","https://www.dntlbar.com/location/upper-east-side",,
"Alex Vasserman DMD","955 Lexington Ave, New York, NY 10021","(212) 882-1102","http://www.dralexvasserman.com",,
"Alex Vasserman DMD","955 Lexington Ave, New York, NY 10021","(212) 882-1102","http://www.dralexvasserman.com",,
"Dr. Steven Glassman, DDS","160 W End Ave 1r, New York, NY 10023","(212) 787-4860",,,
"Dr. Emanuel Layliev, DDS","128 E 71st St Apt 2, New York, NY 10021","(212) 288-4455","http://www.nyccd.com/about-nyccd/dr-emanuel-layliev",,
"Dr. Jeffrey Golub-Evans, DDS","128 E 71st St, New York, NY 10021","(212) 288-4455",,,
"Dr. David D Levine, DDS","1995 Broadway, New York, NY 10023","(212) 877-5577",,,
"Dr. Marc Liechtung, DMD","1995 Broadway Ste 200, New York, NY 10023","(212) 247-2330","https://manhattandentalarts.com",,
"Christine Shin DDS","155 W 68th St, New York, NY 10023","(212) 496-1382","https://christineshindds.com",,
"Divine Smiles Dental","200 E 72nd St, New York, NY 10021","(212) 988-3888","https://divinesmilesdental.com",,
"Joseph S Dallessandro, DDS","360 E 72nd St Ofc B, New York, NY 10021","(212) 988-1089","http://www.josephdallessandrodds.com",,
"Open Sesame Dentistry","191 Amsterdam Ave, New York, NY 10023","(212) 847-1200","http://www.opensesamekids.com",,
"Paul J Ganjian DDS","5 W 71st St, New York, NY 10023","(212) 362-3360","http://www.nxdental.com",,
"West Side Kids Dental","41 W 72nd St Apt 1B, New York, NY 10023","(844) 910-3557","https://www.westsidekidsdental.com",,
"Tend Upper East Side","1320 3rd Ave, New York, NY 10021","(646) 491-9431","https://www.hellotend.com/studios/new-york-city/upper-east-side",,
"Dr. Brian Eng, DDS","47 E 77th St, New York, NY 10075","(212) 689-7199","http://manhattanfamilydentistry.com",,
"Dr. Evelyn Baran, DDS","47 E 77th St, New York, NY 10075","(212) 689-7199","http://manhattanfamilydentistry.com",,
"Prosth & Co. Dental","47 E 77th St Ste 207, New York, NY 10075","(646) 707-3456","https://www.prosthandconyc.com",,
"Upper East Smiles","261 E 78th St, New York, NY 10075","(646) 864-1808","https://www.uppereastsmiles.com",,
"Smile Up Pediatric Dentistry & Orthodontics - Upper East side","325 E 79th St Unit 1B, New York, NY 10075","(332) 223-3483","https://www.smileupny.com",,
"dntl Bar - Upper West Side","2165 Broadway, New York, NY 10024","(646) 809-7511","https://www.dntlbar.com",,
"Pediatric Dentistry On Park Pllc","949 Park Ave, New York, NY 10028","(212) 997-6453","http://www.949pediatricdentistry.com",,
"Dr. Ron Hornfeld, DMD","125 W 79th St, New York, NY 10024","(888) 847-8288","http://www.markhornfelddo.com/en",,
"David M. Shipper, DMD","127 W 79th St, New York, NY 10024","(212) 877-0405",,,
"Dental365 - Upper West Side","211 W 79th St, New York, NY 10024","(212) 799-7700","https://www.godental365.com/location/ny/new-york-county/dental365-upper-west-side?utm_source=local_directory&utm_medium=referral&utm_campaign=directory-listing",,
"Shareef Asma DDS","353 E 83rd St, New York, NY 10028","(212) 249-0877",,,
"Tabibzadeh, Ramin, DDS","8 E 84th St, New York, NY 10028","(212) 452-3344","http://nycsmiledesign.com",,
"Dental Partners of Fifth Avenue - Mark Gross DDS , Andrew Kaplan DMD, MPH","11 E 86th St, New York, NY 10028","(212) 987-7400","https://dpfifth.com",,
"NY Kids Dentistry and Orthodontics","110 E 87th St, Ste 1A, New York, NY 10128","(212) 369-2213","http://www.nykidsdentistry.com",,
"Transcendental NYC","301 E 87th St, New York, NY 10128","(212) 289-4087","https://www.transcendental.nyc",,
"Central Park Orthodontics","271 Central Park W, New York, NY 10024","(212) 362-4400","https://www.centralparkorthodontics.com",,
"Hogan, Michael H, DDS","525 W End Ave, New York, NY 10024","(212) 874-2880","http://manhattanoasisdentistry.com",,
"Tend Upper West Side","2376 Broadway, New York, NY 10024","(212) 686-3686","https://www.hellotend.com/studios/new-york-city/upper-west-side",,
"Concerned Dental Care","657 Amsterdam Ave, New York, NY 10025","(551) 231-7821","https://concerneddentalcare.com/upper-west-side",,
"Gentle Dental","693 Columbus Ave, New York, NY 10025","(212) 663-6800","http://www.columbusgentledental.com",,
"Dr. Alan M Smolen, DDS","50 W 97th St Apt 1c, New York, NY 10025","(212) 222-5225","http://www.drmassiah.com",,
